Event,Latitude,Longitude,Date/Time,Station,Depth water [m],Rack no,Cover live cor [%],Cover rock [%],Sand [#],Cover dead cor [%],Cover rubble [%],ID (Quadrat ID),Part desc,Family,Species common,Species UID,Species UID (Semantic URI),Species UID (URI),Fish TL [mm] (Elaborated after Neuswanger e...),Fish wm [g] (Derived from the measured len...),ID (Fish ID),Entry time (Elaborated after Neuswanger e...),Exit time (Elaborated after Neuswanger e...),Bites [#] (Elaborated after Neuswanger e...),Bite dist [mm] (Elaborated after Neuswanger e...),Time frame [s] (Elaborated after Neuswanger e...),Bite rate [#/min] (Elaborated after Neuswanger e...),Benthos grazed,Corals grazed,Species UID (Corals grazed),Species UID (Semantic URI) (Corals grazed),Species UID (URI) (Corals grazed),Forage
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,1,1.7,1.8,1.3,16.8,78.4,HRN 1,1.2,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,177.8956,117.4099407,ZX23,2.56.45691,4.01.53276,53,68.58,65.08,48.87,Algal covered rubble,,,,,0.979667283
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,1,1.7,1.8,1.3,16.8,78.4,HRN 1,1.4,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,177.8956,117.4099407,ZX23,5.11.67773,5.52.56110,49,32.89,40.88,71.91,Algal covered rubble,,,,,0.905730129
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,1,1.7,1.8,1.3,16.8,78.4,HRN 1,1.4,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,177.8956,117.4099407,ZX23,16.25.44820,17.04.02,18,97.57,39.49,27.35,Sand,,,,,1.651376147
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,1,1.7,1.8,1.3,16.8,78.4,HRN 1,1.3,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,170.2914,103.1683053,ZX24,13.45.20887,16.40.57392,149,89.38,175.37,50.98,Algal covered rubble,,,,,2.754158965
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,1,1.7,1.8,1.3,16.8,78.4,HRN 1,1.3,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,166.5333,96.5737461,ZX25,15.36.58392,17.05.908,79,42.69,89.32,53.07,Algal covered rubble,,,,,1.46025878
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,1,1.7,1.8,1.3,16.8,78.4,HRN 1,1.4,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,166.5333,96.5737461,ZX25,12.52.12706,13.32.3486,18,70.74,40.22,26.85,Sand,,,,,1.651376147
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,1,1.7,1.8,1.3,16.8,78.4,HRN 1,1.4,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,166.5333,96.5737461,ZX25,16.07.30,16.15.32470,9,114.22,7.45,72.47,Algal covered rubble,,,,,0.166358595
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,1,1.7,1.8,1.3,16.8,78.4,HRN 1,1.4,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,166.5333,96.5737461,ZX25,16.15.32470,16.34.41761,4,38.25,19.09,12.57,Dead coral,Favia,Faviinae,urn:lsid:marinespecies.org:taxname:718680,https://www.marinespecies.org/aphia.php?p=taxdetails&id=718680,0.242424242
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,1,1.7,1.8,1.3,16.8,78.4,HRN 1,1.4,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,166.5333,96.5737461,ZX25,16.34.41761,16.56.3298,29,105.14,21.91,79.41,Algal covered rubble,,,,,0.536044362
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,1,1.7,1.8,1.3,16.8,78.4,HRN 1,1.4,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,166.5333,96.5737461,ZX25,0.08.50205,0.15.24645,8,78.29,6.74,71.17,Sand,,,,,0.733944954
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,1,1.7,1.8,1.3,16.8,78.4,HRN 1,1.4,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,166.5333,96.5737461,ZX25,0.15.24645,0.28.15808,6,172.24,12.91,27.88,Live coral,,Platygyra daedalea,urn:lsid:marinespecies.org:taxname:207489,https://www.marinespecies.org/aphia.php?p=taxdetails&id=207489,0.560747664
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,2,5.9,3.1,1.7,6.4,82.9,HRN 2,2.2,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,65.12954,6.411685161,AN4,12.24.12899,12.51.12678,11,27.72,27,24.45,Dead coral,Unidentifiable,,,,0.666666667
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,2,5.9,3.1,1.7,6.4,82.9,HRN 2,2.3,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,123.9963,43.39856937,AN5,9.30.2783,9.50.4929,3,131.85,20.21,8.9,Dead coral,Unidentifiable,,,,0.181818182
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,2,5.9,3.1,1.7,6.4,82.9,HRN 2,2.3,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,151.0836,72.39342737,ZX26,15.50.2152,16.00.56335,3,95.28,10.35,17.39,Algal covered rock,,,,,0.384615385
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,2,5.9,3.1,1.7,6.4,82.9,HRN 2,2.3,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,151.0836,72.39342737,ZX26,16.00.56335,16.04.10445,2,23.75,3.54,33.89,Dead coral,Unidentifiable,,,,0.121212121
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,3,1.2,26.3,5.7,12.9,53.9,HRN 3,3.2,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,214.3843,220.645279,AN6,4.08.17356,4.13.27285,1,,5.1,11.77,Dead coral,Unidentifiable,,,,0.060606061
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,3,1.2,26.3,5.7,12.9,53.9,HRN 3,3.2,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,214.3843,220.645279,AN6,4.13.27285,4.20.21406,1,,6.94,8.64,Algal covered rock,,,,,0.128205128
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,3,1.2,26.3,5.7,12.9,53.9,HRN 3,3.2,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,214.3843,220.645279,AN6,4.20.21406,4.24.22827,7,23.28,4.01,104.63,Dead coral,Unidentifiable,,,,0.424242424
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,3,1.2,26.3,5.7,12.9,53.9,HRN 3,3.2,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,214.3843,220.645279,AN6,4.24.22827,4.28.36021,7,64.42,4.13,101.65,Algal covered rock,,,,,0.897435897
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,3,1.2,26.3,5.7,12.9,53.9,HRN 3,3.4,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,136.7001,57.98089679,AN7,5.44.57902,5.54.8930,19,77.3,10.31,110.53,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,1.151515152
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,3,1.2,26.3,5.7,12.9,53.9,HRN 3,3.4,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,123.1254,42.49952049,AN8,5.42.59030,6.20.7229,40,95.93,38.13,62.94,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,2.424242424
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,3,1.2,26.3,5.7,12.9,53.9,HRN 3,3.4,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,133.8051,54.40957296,AN9,5.49.93982,6.19.5782,20,85.78,29.64,40.49,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,1.212121212
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,3,1.2,26.3,5.7,12.9,53.9,HRN 3,3.4,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,132.2908,52.60106478,AN10,5.48.99001,6.01.68392,24,36.47,12.69,113.44,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,1.454545455
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,3,1.2,26.3,5.7,12.9,53.9,HRN 3,3.4,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,132.2908,52.60106478,AN10,6.01.68392,06.11.93,6,94.77,9.91,36.34,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,0.363636364
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,3,1.2,26.3,5.7,12.9,53.9,HRN 3,3.4,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,132.2908,52.60106478,AN10,06.11.93,6.21.11329,4,204.04,9.52,25.2,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,0.242424242
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,3,1.2,26.3,5.7,12.9,53.9,HRN 3,3.4,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,143.4951,66.96649952,AN11,5.47.89342,5.51.58221,3,55.67,3.68,48.93,Algal covered rock,,,,,0.384615385
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,3,1.2,26.3,5.7,12.9,53.9,HRN 3,3.4,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,143.4951,66.96649952,AN11,5.51.58221,6.14.10091,40,26.65,22.52,106.58,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,2.424242424
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,3,1.2,26.3,5.7,12.9,53.9,HRN 3,3.4,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,143.4951,66.96649952,AN11,6.14.10091,6.18.89500,6,38.69,4.79,75.09,Algal covered rock,,,,,0.769230769
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,3,1.2,26.3,5.7,12.9,53.9,HRN 3,3.4,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,143.4951,66.96649952,AN11,6.18.89500,6.23.58916,10,23.21,4.69,127.82,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,0.606060606
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,3,1.2,26.3,5.7,12.9,53.9,HRN 3,3.4,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,128.8613,48.653641,AN12,5.49.18240,6.13.82893,19,52.79,24.65,46.25,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,1.151515152
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,3,1.2,26.3,5.7,12.9,53.9,HRN 3,3.4,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,128.8613,48.653641,AN12,6.13.82893,6.15.66930,1,,1.84,32.6,Dead coral,Unidentifiable,,,,0.060606061
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,3,1.2,26.3,5.7,12.9,53.9,HRN 3,3.4,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,128.8613,48.653641,AN12,6.15.66930,6.19.46938,3,29.69,3.8,47.37,Algal covered rock,,,,,0.384615385
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,3,1.2,26.3,5.7,12.9,53.9,HRN 3,3.4,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,128.8613,48.653641,AN12,6.19.46938,6.23.9052,2,32.68,4.44,27.05,Dead coral,Unidentifiable,,,,0.121212121
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,3,1.2,26.3,5.7,12.9,53.9,HRN 3,3.4,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,129.6855,49.5837097,AN13,5.42.8539,6.06.34396,34,23.78,23.49,86.85,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,2.060606061
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,3,1.2,26.3,5.7,12.9,53.9,HRN 3,3.4,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,129.6855,49.5837097,AN13,6.06.34396,6.17.69119,7,70.05,11.35,37.01,Dead coral,,,,,0.424242424
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,3,1.2,26.3,5.7,12.9,53.9,HRN 3,3.4,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,134.8322,55.65940382,AN14,5.45.5890,6.19.68009,16,40.67,34.09,28.16,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,0.96969697
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,3,1.2,26.3,5.7,12.9,53.9,HRN 3,3.4,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,132.6732,53.05393646,AN15,5.52.9500,6.40.97290,29,58.68,48.02,36.23,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,1.757575758
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,3,1.2,26.3,5.7,12.9,53.9,HRN 3,3.4,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,127.7945,47.46709143,AN16,6.23.35681,6.35.48997,11,33.93,12.13,54.4,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,0.666666667
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,3,1.2,26.3,5.7,12.9,53.9,HRN 3,3.4,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,123.2387,42.61577674,AN17,6.23.99790,6.33.59021,12,36.96,9.59,75.06,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,0.727272727
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,3,1.2,26.3,5.7,12.9,53.9,HRN 3,3.4,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,132.2409,52.54215865,AN18,6.19.69223,6.40.12372,9,79.97,20.43,26.43,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,0.545454545
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,3,1.2,26.3,5.7,12.9,53.9,HRN 3,3.4,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,121.664,41.01879578,AN19,11.12.39,11.23.79309,9,42.75,11.21,48.17,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,0.545454545
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,3,1.2,26.3,5.7,12.9,53.9,HRN 3,3.4,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,121.664,41.01879578,AN19,11.23.79309,11.38.59033,10,44,14.8,40.55,Algal covered rubble,,,,,0.184842884
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,3,1.2,26.3,5.7,12.9,53.9,HRN 3,3.4,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,127.1096,46.71552157,AN20,11.10.48001,11.11.90967,2,27.79,1.43,83.94,Dead coral,Unidentifiable,,,,0.121212121
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,3,1.2,26.3,5.7,12.9,53.9,HRN 3,3.4,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,127.1096,46.71552157,AN20,11.11.90967,11.30.00284,26,33.34,18.09,86.22,Algal covered rock,,,,,3.333333333
Gulf_of_Aqaba_HRN,29.502,34.9177,2018-03-10T15:25,HRN,2,3,1.2,26.3,5.7,12.9,53.9,HRN 3,3.4,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,127.1096,46.71552157,AN20,11.30.00284,11.35.58923,2,93.48,5.59,21.48,Dead coral,Unidentifiable,,,,0.121212121